id,word,class,level,past,past_participle,plural,sfi_rank,meaning_ko,meaning_ja,ex_biz,ex_biz_ko,ex_biz_ja,ex_daily,ex_daily_ko,ex_daily_ja
ox_00901,clinic,noun,b2,,,,90743,"진료소, 클리닉",診療所、クリニック,The [clinic] is open from 9 AM to 5 PM.,진료소는 오전 9시부터 오후 5시까지 운영됩니다.,クリニックは午前9時から午後5時まで開いています。,I need to visit a dental [clinic].,치과(클리닉)에 가야 해.,歯科医院に行く必要があります。
ox_00902,clinical,adjective,c1,,,,2367,"임상의, 냉철한",臨床の、冷静な,The drug is undergoing [clinical] trials.,그 약은 임상 시험을 거치고 있습니다.,その薬は臨床試験が行われています。,He analyzed the problem with [clinical] detachment.,그는 냉철한(임상적인) 객관성을 가지고 문제를 분석했어.,彼は冷静な客観性を持って問題を分析しました。
ox_00903,clip,noun,b2,,,,90625,"클립, 영상 단편",クリップ、動画の一部,Check the video [clip] for more details.,더 자세한 내용은 비디오 클립을 확인하세요.,詳細は動画クリップを確認してください。,I used a paper [clip] to hold them.,그것들을 고정하려고 종이 클립을 썼어.,それらを留めるためにクリップを使いました。
ox_00904,clock,noun,a1,,,,932,시계,時計,Look at the [clock] on the wall.,벽에 있는 시계를 보세요.,壁の時計を見てください。,The [clock] is slow.,시계가 느려.,時計が遅れています。
ox_00905,close,adjective,a2,,,,239,가까운,近い,The bank is [close] to the office.,은행이 사무실에서 가깝습니다.,銀行はオフィスの近くにあります。,We are [close] friends.,우리는 친한 친구야.,私たちは親友です。
ox_00906,close,adverb,b1,,,,239,가까이,近くに,The bank is [close].,은행이 바로 근처에 있습니다.,銀行がすぐ近くにあります。,Sit [close] to me.,내 옆에 가까이 앉아.,私の近くに座りなさい。
ox_00907,close,noun,b2,,,,239,"끝, 종료",終わり、終了,The meeting brought the project to a [close].,회의를 통해 프로젝트가 종료되었습니다.,会議でプロジェクトが終了しました。,The shop is coming to a [close].,가게가 문을 닫으려 해.,店が閉まろうとしています。
ox_00908,close,verb,a1,,,,239,닫다,閉める,[Close] the window.,창문을 닫으세요.,窓を閉めてください。,The store [closes] early.,가게가 일찍 닫아.,店は早く閉まります。
ox_00909,closed,adjective,a2,,,,90135,닫힌,閉まった,The office is [closed] today.,오늘 사무실은 문을 닫았습니다.,今日、オフィスは閉まっています。,The door is [closed].,문 닫혔어.,ドアは閉まっています。
ox_00910,closely,adverb,b2,,,,1731,"밀접하게, 면밀히",密接に、綿密に,We worked [closely] with the design team.,우리는 디자인 팀과 밀접하게 협력했습니다.,私たちはデザインチームと密接に協力しました。,Read the instructions [closely].,설명서를 면밀히 읽어 봐.,説明書をよく読んでください。
ox_00911,closure,noun,c1,,,,91005,"종료, 폐쇄",閉鎖、終結,The factory [closure] affected many workers.,공장 폐쇄는 많은 노동자에게 영향을 주었습니다.,工場の閉鎖は多くの労働者に影響を与えました。,He needed [closure] after the breakup.,그는 이별 후에 마음의 정리(종료)가 필요했어.,彼は別れの後に心の整理が必要でした。
ox_00912,cloth,noun,b1,,,,91240,"천, 옷감",布,The factory produces red [cloth].,공장에서 빨간 천을 생산합니다.,工場で赤い布を生産しています。,She used a [cloth] to clean.,그녀가 걸레로 닦았어.,彼女は布を使って掃除しました。
ox_00913,clothes,noun,a1,,,,956,옷,服,Wear smart [clothes] for the talk.,발표를 위해 단정한 옷을 입으세요.,スピーチのためにきちんとした服を着てください。,I need new [clothes].,나 새 옷이 필요해.,新しい服が必要です。
ox_00914,clothing,noun,a2,,,,2535,"의류, 옷",衣類、服,The [clothing] industry is big.,의류 산업은 규모가 큽니다.,衣料産業は大きいです。,I need new [clothing].,나 새 옷이 필요해.,新しい服が必要です。
ox_00915,cloud,noun,a2,,,,2090,구름,雲,A [cloud] of problems.,산재한(구름 같은) 문제들.,山積する問題。,Look at the white [clouds].,하얀 구름 좀 봐.,白い雲を見て。
ox_00916,club,noun,a1,,,,760,"동아리, 클럽",クラブ,I am in the business [club].,저는 비즈니스 동아리 회원입니다.,私はビジネスクラブに入っています。,Let's go to a [club].,클럽 가자.,クラブに行きましょう。
ox_00917,clue,noun,b1,,,,90813,"실마리, 단서",手がかり,We need a [clue] for the market change.,시장 변화에 대한 단서가 필요합니다.,市場変化の手がかりが必要です。,He found a [clue].,그가 단서를 찾았어.,彼が手がかりを見つけました。
ox_00918,cluster,noun,c1,,,,2681,"무리, 집단",房、集団,The company moved its data to a server [cluster].,회사는 데이터를 서버 클러스터(집단)로 옮겼습니다.,会社はデータをサーバークラスターに移動しました。,A [cluster] of fans gathered at the gate.,게이트에 팬들이 한 무리 모였어.,ゲートにファンの集団が集まりました。
ox_00919,coach,noun,a2,,,,1342,"코치, 지도자, 대형 버스",コーチ、指導者、長距離バス,We need a business [coach].,우리는 비즈니스 코치(지도자)가 필요합니다.,私たちはビジネスコーチを必要としています。,He is a soccer [coach].,축구 코치야.,彼はサッカーのコーチです。
ox_00920,coach,verb,b1,,,,1342,"지도하다, 코치하다",指導する、コーチする,Smith will [coach] the new team.,스미스 씨가 새 팀을 지도(코치)할 것입니다.,スミスさんが新しいチームを指導します。,I [coach] soccer on Sunday.,난 일요일에 축구를 가르쳐.,私は日曜日にサッカーを教えています。
ox_00921,coal,noun,b1,,,,2430,석탄,石炭,The factory uses [coal].,공장은 석탄을 사용합니다.,工場は石炭を使用しています。,I saw a bag of [coal].,석탄 자루를 봤어.,石炭の袋を見ました。
ox_00922,coalition,noun,c1,,,,90692,"연합, 합동",連合、提携,The two parties formed a ruling [coalition].,두 정당은 집권 연합을 형성했습니다.,2つの政党が与党連合を結成しました。,They work together in a broad [coalition].,그들은 광범위한 연합체 안에서 함께 일해.,彼らは広範な連合の中で協力しています。
ox_00923,coast,noun,a2,,,,1728,"해안, 바닷가",海岸,The company is on the [coast].,회사는 해안가에 위치해 있습니다.,会社は海岸沿いにあります。,I live near the [coast].,나는 해안가 근처에 살아.,私は海岸の近くに住んでいます。
ox_00924,coastal,adjective,c1,,,,90783,해안의,沿岸の,The [coastal] region is popular for tourism.,해안 지역은 관광지로 인기가 많습니다.,沿岸地域は観光地として人気があります。,They live in a [coastal] town.,그들은 해안가 마을에 살아.,彼らは沿岸の町に住んでいます。
ox_00925,coat,noun,a1,,,,1863,"코트, 외투",コート,Take your [coat].,코트를 챙기세요.,コートを持っていきなさい。,"It is cold, wear a [coat].",추우니까 코트 입어.,寒いからコートを着なさい。
ox_00926,cocktail,noun,c1,,,,91632,"칵테일, 혼합물",カクテル、混合物,We enjoyed a [cocktail] at the corporate gala.,우리는 기업 갈라 행사에서 칵테일을 즐겼습니다.,会社のガラでカクテルを楽しみました。,The atmosphere was a [cocktail] of fear and excitement.,분위기는 공포와 흥분이 섞인(칵테일 같은) 상태였어.,雰囲気は恐怖と興奮が入り混じったものでした。
ox_00927,code,noun,a2,,,,1346,"암호, 코드",暗号、コード,Enter the [code] now.,지금 암호(코드)를 입력하세요.,今コードを入力してください。,What is the [code] for the door?,문 비번(코드)이 뭐야?,ドアのコードは何ですか？
ox_00928,coffee,noun,a1,,,,1395,커피,コーヒー,I want some [coffee].,커피 좀 마시고 싶습니다.,コーヒーが欲しいです。,Buy me a [coffee].,커피 한 잔 사줘.,コーヒーを買ってください。
ox_00929,cognitive,adjective,c1,,,,91006,"인지의, 인식의",認知の,The researchers studied [cognitive] development.,연구원들은 인지 발달을 연구했습니다.,研究者たちは認知発達を研究しました。,He has strong [cognitive] skills.,그는 인지 능력이 뛰어나.,彼は高い認知能力を持っています。
ox_00930,coin,noun,b1,,,,2609,동전,硬貨,Every [coin] counts.,동전 한 닢도 중요합니다.,一銭一銭が大事です。,I have one gold [coin].,나 금화 하나 있어.,金貨を一枚持っています。
ox_00931,coincide,verb,c1,,,,92163,"일치하다, 동시에 일어나다",一致する、同時に起こる,Our interests [coincide] on this matter.,이 문제에 대해 우리의 이해관계가 일치합니다.,この件に関しては、私たちの利益が一致しています。,The release [coincides] with the festival.,출시가 축제 기간과 겹쳐(동시에 일어나).,発売は祭りの時期と重なっています。
ox_00932,coincidence,noun,b2,,,,91444,우연의 일치,偶然の一致,It was a pure [coincidence] that we met there.,우리가 거기서 만난 건 순전한 우연의 일치였습니다.,そこで会ったのは純粋な偶然の一致でした。,What a [coincidence]!,정말 우연이네!,なんて偶然でしょう！
ox_00933,cold,adjective,a1,,,,867,"추운, 차가운",寒い、冷たい,It is [cold] in the office.,사무실이 춥습니다.,オフィスは寒いです。,The water is [cold].,물이 차가워.,水が冷たいです。
ox_00934,cold,noun,a1,,,,867,감기,風邪,He has a [cold].,감기에 걸렸습니다.,彼は風邪を引いています。,I have a bad [cold].,나 감기 심하게 걸렸어.,ひどい風邪を引いています。
ox_00935,collaborate,verb,c1,,,,92147,"협력하다, 공동으로 작업하다",協力する、共同研究する,The two firms decided to [collaborate] on the project.,두 회사는 그 프로젝트에서 협력하기로 했습니다.,2つの会社はそのプロジェクトで協力することに決めました。,We [collaborated] with local artists.,우리는 지역 예술가들과 공동 작업을 했어.,私たちは地元のアーティストと協力しました。
ox_00936,collaboration,noun,c1,,,,90594,"협력, 협동",協力、共同作業,The project was a [collaboration] between two firms.,그 프로젝트는 두 회사 간의 협력이었습니다.,そのプロジェクトは2社間の共同作業でした。,We work in close [collaboration] with him.,우리는 그와 긴밀한 협력 하에 일해.,私たちは彼と密接に協力して働いています。
